1,"[0.497, 0.7354909079368691, 0.693215838432312]",-1.4287067463691812,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},flatten:{},"dense:{'units': 3, 'activation': 'relu'}"
2,"[0.5, 0.781348865074667, 0.6934432277679443]",-1.4747920928426113,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},flatten:{},"dense:{'units': 10, 'activation': 'relu'}"
3,"[0.932, 0.3696845667263938, 0.2056441113948822]",-0.5753286781212761,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},flatten:{},identity:{}
4,"[0.5, 0.8619418550607045, 0.6938320927619934]",-1.555773947822698,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},globalmaxpool1d:{},"dense:{'units': 3, 'activation': 'relu'}"
5,"[0.5055, 0.8381884038065793, 0.6930270490646362]",-1.5312154528712156,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},globalmaxpool1d:{},"dense:{'units': 10, 'activation': 'relu'}"
6,"[0.951, 0.27692403712227437, 0.1400232137143612]",-0.41694725083663553,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},globalmaxpool1d:{},identity:{}
7,"[0.683, 1.0090132174808533, 0.6036970109939576]",-1.612710228474811,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},globalavgpool1d:{},"dense:{'units': 3, 'activation': 'relu'}"
8,"[0.7775, 0.7848747983190135, 0.46888109016418456]",-1.253755888483198,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},globalavgpool1d:{},"dense:{'units': 10, 'activation': 'relu'}"
9,"[0.606, 1.7128410001255208, 0.6588240795135498]",-2.3716650796390706,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},globalavgpool1d:{},identity:{}
10,"[0.922, 0.4478114126335455, 0.23214300447702407]",-0.6799544171105696,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},"sfc:{'output_dim': 10, 'symmetric': True, 'smoothness_penalty': 1.0, 'smoothness_l1': True, 'smoothness_second_diff': True, 'curvature_constraint': 10.0, 'name': 'sfc'}","dense:{'units': 3, 'activation': 'relu'}"
11,"[0.809, 0.784595688091326, 0.42677351760864257]",-1.2113692056999685,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},"sfc:{'output_dim': 10, 'symmetric': True, 'smoothness_penalty': 1.0, 'smoothness_l1': True, 'smoothness_second_diff': True, 'curvature_constraint': 10.0, 'name': 'sfc'}","dense:{'units': 10, 'activation': 'relu'}"
12,"[0.9885, 0.14677138900086328, 0.04879042870551348]",-0.19556181770637676,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}",identity:{},"sfc:{'output_dim': 10, 'symmetric': True, 'smoothness_penalty': 1.0, 'smoothness_l1': True, 'smoothness_second_diff': True, 'curvature_constraint': 10.0, 'name': 'sfc'}",identity:{}
13,"[0.8235, 0.19401167358363464, 0.42371430969238283]",-0.6177259832760175,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}","maxpool1d:{'pool_size': 8, 'strides': 8}",flatten:{},"dense:{'units': 3, 'activation': 'relu'}"
14,"[0.9865, 0.14333130705182295, 0.04711126927658916]",-0.1904425763284121,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}","maxpool1d:{'pool_size': 8, 'strides': 8}",flatten:{},"dense:{'units': 10, 'activation': 'relu'}"
15,"[0.9855, 0.21676769971327864, 0.05519910715520382]",-0.27196680686848246,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}","maxpool1d:{'pool_size': 8, 'strides': 8}",flatten:{},identity:{}
16,"[0.9865, 0.20625160889988023, 0.06716003549098969]",-0.2734116443908699,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}","maxpool1d:{'pool_size': 8, 'strides': 8}",globalmaxpool1d:{},"dense:{'units': 3, 'activation': 'relu'}"
17,"[0.8775, 0.40295866325325325, 0.2810552446842194]",-0.6840139079374726,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}","maxpool1d:{'pool_size': 8, 'strides': 8}",globalmaxpool1d:{},"dense:{'units': 10, 'activation': 'relu'}"
18,"[0.9855, 0.17373419195413778, 0.055686590164899824]",-0.2294207821190376,"conv1d:{'filters': 3, 'kernel_size': 8, 'kernel_initializer': 'glorot_uniform', 'activation': 'relu', 'name': 'conv1'}","maxpool1d:{'pool_size': 8, 'strides': 8}",globalmaxpool1d:{},identity:{}
